Firm #,E/A,ROA,D/A,OPM,ATR,Size,QR,CR,Default=1,,
4019,0.68,0.69,0.32,0.29,2.43,1105.67,2.39,2.60,0,,
4020,0.56,0.66,0.44,0.27,2.41,1112.76,1.60,2.60,0,,
4021,0.50,0.83,0.50,0.44,1.86,1009.45,1.38,2.06,0,,
4022,0.63,0.56,0.37,0.35,1.60,966.87,1.60,1.98,0,,
4023,0.54,0.66,0.46,0.39,1.69,1022.32,1.34,1.41,0,,
4024,0.52,0.81,0.48,0.30,2.65,1132.90,2.58,3.69,0,,
4025,0.59,0.73,0.41,0.39,1.86,1059.60,1.44,1.76,0,,
4026,0.63,0.83,0.37,0.44,1.86,926.61,2.61,2.87,0,,
4027,0.65,0.45,0.35,0.22,2.05,1034.03,2.59,3.27,0,,
4028,0.72,0.44,0.28,0.19,2.32,961.87,2.47,2.66,0,,
4029,0.63,0.53,0.37,0.30,1.77,987.07,2.20,1.88,0,,
4030,0.58,0.45,0.42,0.24,1.90,989.11,1.20,3.01,0,,
4031,0.62,0.57,0.38,0.42,1.36,1001.82,1.75,2.42,0,,
4032,0.58,0.46,0.42,0.28,1.65,936.93,1.67,1.70,0,,
4033,0.60,0.43,0.40,0.19,2.21,891.68,2.09,2.49,0,,
4034,0.53,0.65,0.47,0.32,2.02,1003.14,2.29,1.66,0,,
4035,0.66,0.47,0.34,0.21,2.25,935.60,2.42,3.50,0,,
4036,0.61,0.31,0.39,0.15,2.04,1001.42,2.25,2.85,0,,
4037,0.58,0.72,0.42,0.34,2.09,1230.54,2.66,2.24,0,,
4038,0.64,0.53,0.36,0.24,2.24,929.53,2.29,3.31,0,,
4039,0.57,0.85,0.43,0.34,2.48,1143.42,2.02,2.17,0,,
4040,0.78,0.64,0.22,0.38,1.70,1000.06,1.73,2.18,0,,
4041,0.55,0.61,0.45,0.30,1.99,1024.51,1.49,2.69,0,,
4042,0.55,0.53,0.45,0.25,2.14,1061.14,2.04,2.96,0,,
4043,0.60,0.66,0.40,0.33,1.98,1051.19,1.91,2.63,0,,
4044,0.64,0.69,0.36,0.38,1.82,1019.58,2.11,3.41,0,,
4045,0.64,0.80,0.36,0.33,2.41,941.23,1.97,2.55,0,,
4046,0.77,0.58,0.23,0.26,2.20,900.01,2.42,2.54,0,,
4047,0.49,0.62,0.51,0.32,1.95,1140.66,1.92,2.64,0,,
4048,0.54,0.51,0.46,0.21,2.39,1079.77,1.59,2.18,0,,
4049,0.71,0.60,0.29,0.27,2.26,1023.44,2.23,2.76,0,,
4050,0.75,0.44,0.25,0.27,1.65,1022.49,2.03,2.84,0,,
4051,0.64,0.57,0.36,0.35,1.61,1012.21,2.46,2.19,0,,
4052,0.53,0.73,0.47,0.39,1.86,1049.89,2.25,2.36,0,,
4053,0.52,0.71,0.48,0.34,2.10,1021.96,2.65,2.11,1,,
4054,0.55,0.50,0.45,0.23,2.17,956.65,1.76,2.99,0,,
4055,0.52,0.40,0.48,0.18,2.20,976.25,2.14,2.39,1,,
4056,0.42,0.75,0.58,0.34,2.17,955.54,1.98,2.90,0,,
4057,0.77,0.40,0.23,0.24,1.65,876.20,1.73,2.13,0,,
4058,0.55,0.58,0.45,0.32,1.79,1112.06,2.34,2.22,0,,
4059,0.61,0.16,0.39,0.07,2.38,916.23,1.98,2.52,0,,
4060,0.67,0.63,0.33,0.35,1.82,999.40,1.83,2.81,0,,
4061,0.53,0.66,0.47,0.34,1.91,1050.09,1.98,2.20,0,,
4062,0.60,0.45,0.40,0.29,1.56,1130.34,1.80,2.04,0,,
4063,0.48,0.63,0.52,0.29,2.19,955.34,1.37,1.71,0,,
4064,0.70,0.66,0.30,0.34,1.95,877.40,1.87,2.62,0,,
4065,0.68,0.47,0.32,0.30,1.54,988.40,1.87,1.85,0,,
4066,0.56,0.49,0.44,0.24,2.07,1055.42,1.97,2.91,0,,
4067,0.69,0.55,0.31,0.28,1.93,919.91,1.61,2.92,0,,
4068,0.59,0.49,0.41,0.21,2.34,920.48,2.16,2.92,0,,
4069,0.64,0.40,0.36,0.22,1.87,923.42,2.46,2.64,0,,
4070,0.49,0.81,0.51,0.47,1.73,1018.68,1.75,2.00,0,,
4071,0.56,0.26,0.44,0.13,2.05,975.26,1.78,2.73,0,,
4072,0.64,0.28,0.36,0.17,1.65,912.90,2.17,2.17,0,,
4073,0.66,0.90,0.34,0.55,1.64,791.50,1.41,2.27,0,,
4074,0.64,0.61,0.36,0.30,2.04,1005.30,2.74,3.20,0,,
4075,0.36,0.74,0.64,0.39,1.92,1007.11,1.74,2.27,0,,
4076,0.60,0.68,0.40,0.43,1.58,955.84,1.51,2.93,0,,
4077,0.62,0.20,0.38,0.11,1.91,915.27,1.72,2.08,0,,
4078,0.62,0.80,0.38,0.47,1.72,993.84,2.11,1.63,0,,
4079,0.45,0.98,0.55,0.43,2.26,1014.64,2.10,2.22,0,,
4080,0.77,0.20,0.23,0.16,1.25,805.22,1.78,2.66,0,,
4081,0.49,0.45,0.51,0.30,1.52,914.62,1.80,2.48,0,,
4082,0.67,0.71,0.33,0.33,2.17,977.76,2.06,3.09,0,,
4083,0.63,0.40,0.37,0.21,1.90,804.93,1.08,1.62,0,,
4084,0.53,0.53,0.47,0.25,2.11,1077.20,1.35,1.71,0,,
4085,0.69,0.53,0.31,0.23,2.30,957.85,2.80,2.88,0,,
4086,0.56,0.72,0.44,0.29,2.45,1062.00,2.33,3.14,0,,
4087,0.61,0.49,0.39,0.23,2.08,878.51,1.96,2.11,1,,
4088,0.74,0.66,0.26,0.33,1.99,968.29,2.00,3.34,0,,
4089,0.58,0.64,0.42,0.31,2.05,1120.26,2.59,2.60,0,,
4090,0.54,0.89,0.46,0.45,2.00,1074.19,1.72,1.92,0,,
4091,0.54,0.49,0.46,0.24,2.04,1082.57,1.86,2.65,1,,
4092,0.66,0.55,0.34,0.38,1.44,1014.94,1.33,1.86,0,,
4093,0.60,0.73,0.40,0.35,2.08,1046.41,1.84,2.40,0,,
4094,0.54,0.80,0.46,0.38,2.13,1063.92,1.91,2.20,0,,
4095,0.55,0.59,0.45,0.30,1.95,984.53,2.27,2.42,0,,
4096,0.64,0.52,0.36,0.28,1.83,1046.36,2.08,2.96,0,,
4097,0.73,0.24,0.27,0.14,1.69,911.08,1.58,2.40,0,,
4098,0.57,0.73,0.43,0.42,1.74,926.83,1.90,2.31,0,,
4099,0.57,0.54,0.43,0.29,1.89,1104.12,1.91,2.07,0,,
4100,0.45,0.72,0.55,0.37,1.96,1065.45,1.89,2.42,0,,
4101,0.76,0.76,0.24,0.34,2.23,1065.38,2.73,3.29,0,,
4102,0.64,0.56,0.36,0.27,2.10,1028.57,2.22,3.01,0,,
4103,0.56,0.62,0.44,0.32,1.91,1114.43,2.29,2.65,0,,
4104,0.61,0.54,0.39,0.26,2.12,912.32,1.64,1.79,0,,
4105,0.40,0.95,0.60,0.46,2.09,1111.86,2.29,2.87,0,,
4106,0.64,0.49,0.36,0.20,2.39,961.42,1.98,2.66,0,,
4107,0.84,0.72,0.16,0.38,1.89,1090.96,1.69,3.48,0,,
4108,0.53,0.91,0.47,0.42,2.19,1278.66,2.43,3.05,0,,
4109,0.74,0.73,0.26,0.42,1.76,967.33,1.71,1.76,0,,
4110,0.47,0.77,0.53,0.35,2.16,1107.55,2.61,2.59,0,,
4111,0.56,0.96,0.44,0.45,2.13,977.67,2.57,3.16,0,,
4112,0.63,0.58,0.37,0.29,2.00,976.77,1.76,2.09,0,,
4113,0.70,0.41,0.30,0.26,1.53,838.35,2.34,2.29,0,,
4114,0.41,0.66,0.59,0.30,2.24,1102.55,2.32,2.60,1,,
4115,0.57,0.60,0.43,0.35,1.72,1166.75,2.45,2.41,0,,
4116,0.65,0.50,0.35,0.25,1.99,962.17,1.93,2.04,0,,
4117,0.67,0.51,0.33,0.28,1.83,989.03,1.93,2.47,0,,
4118,0.62,0.50,0.38,0.27,1.84,1046.79,2.12,2.98,0,,
4119,0.47,0.74,0.53,0.30,2.42,996.45,2.06,2.66,0,,
4120,0.41,0.30,0.59,0.13,2.30,865.90,1.73,1.95,0,,
4121,0.60,0.56,0.40,0.28,2.03,990.47,2.22,2.87,0,,
4122,0.56,0.32,0.44,0.14,2.26,892.93,2.11,2.62,0,,
4123,0.57,0.54,0.43,0.34,1.61,1095.14,1.87,2.79,0,,
4124,0.76,0.71,0.24,0.34,2.09,1105.82,2.18,3.34,0,,
4125,0.59,0.48,0.41,0.23,2.06,923.84,1.70,2.36,0,,
4126,0.65,0.75,0.35,0.36,2.09,1128.64,2.10,2.97,0,,
4127,0.64,0.66,0.36,0.33,1.99,896.96,2.15,2.74,0,,
4128,0.62,0.68,0.38,0.30,2.28,1055.81,1.91,2.69,0,,
4129,0.89,0.57,0.11,0.41,1.37,926.80,2.21,2.25,0,,
4130,0.67,0.50,0.33,0.36,1.40,947.93,2.50,2.59,0,,
4131,0.52,0.60,0.48,0.31,1.93,969.74,1.45,2.03,0,,
4132,0.59,0.65,0.41,0.37,1.75,926.72,1.87,2.03,0,,
4133,0.65,0.55,0.35,0.35,1.56,943.28,1.88,2.43,0,,
4134,0.63,0.95,0.37,0.46,2.07,1112.91,1.84,1.88,0,,
4135,0.71,0.33,0.29,0.14,2.34,962.60,2.71,3.38,0,,
4136,0.67,0.74,0.33,0.36,2.08,1102.21,2.28,2.77,0,,
4137,0.66,0.45,0.34,0.31,1.45,883.55,1.80,2.42,0,,
4138,0.62,0.34,0.38,0.21,1.64,841.48,1.98,1.94,1,,
4139,0.54,0.40,0.46,0.15,2.66,1025.09,1.99,2.28,0,,
4140,0.60,0.45,0.40,0.21,2.13,936.08,1.73,2.59,0,,
4141,0.61,0.62,0.39,0.29,2.14,1084.61,2.29,2.45,0,,
4142,0.68,0.58,0.32,0.32,1.80,852.74,2.09,1.74,0,,
4143,0.50,0.59,0.50,0.39,1.54,973.50,1.69,1.89,0,,
4144,0.58,0.56,0.42,0.27,2.04,1005.10,2.08,3.23,0,,
4145,0.54,0.58,0.46,0.29,2.00,961.88,1.02,1.89,0,,
4146,0.58,0.98,0.42,0.37,2.64,1021.80,2.60,2.48,0,,
4147,0.52,0.66,0.48,0.40,1.65,1116.09,2.41,1.97,0,,
4148,0.45,0.84,0.55,0.45,1.87,1162.18,2.36,2.61,0,,
4149,0.64,0.21,0.36,0.11,1.95,1033.08,2.72,3.00,0,,
4150,0.55,0.52,0.45,0.19,2.71,1087.02,2.03,2.87,1,,
4151,0.53,0.75,0.47,0.34,2.20,1010.26,1.86,1.98,0,,
4152,0.60,0.62,0.40,0.40,1.55,979.20,1.64,1.61,0,,
4153,0.41,0.59,0.59,0.25,2.34,1085.01,2.52,3.12,0,,
4154,0.70,0.41,0.30,0.25,1.62,1012.98,1.87,1.90,0,,
4155,0.65,0.48,0.35,0.25,1.94,941.62,2.06,1.95,0,,
4156,0.59,0.83,0.41,0.29,2.81,945.03,2.02,2.49,0,,
4157,0.60,0.55,0.40,0.26,2.15,913.25,2.37,2.37,0,,
4158,0.62,0.59,0.38,0.37,1.61,1039.81,2.29,2.59,0,,
4159,0.65,0.31,0.35,0.14,2.22,936.83,2.34,2.39,0,,
4160,0.52,0.84,0.48,0.51,1.64,1157.11,2.32,2.62,0,,
4161,0.61,0.31,0.39,0.17,1.89,960.78,1.99,2.52,0,,
4162,0.68,0.60,0.32,0.38,1.57,860.68,2.04,1.93,0,,
4163,0.43,0.90,0.57,0.45,2.02,1211.40,2.38,1.79,1,,
4164,0.51,0.69,0.49,0.30,2.29,949.76,1.66,2.49,0,,
4165,0.45,0.72,0.55,0.35,2.07,1056.79,2.15,2.34,0,,
4166,0.60,0.44,0.40,0.26,1.71,960.60,1.71,2.52,0,,
4167,0.41,0.77,0.59,0.42,1.85,1116.31,1.39,1.84,0,,
4168,0.51,0.87,0.49,0.35,2.50,1211.84,2.27,3.17,0,,
4169,0.78,0.48,0.22,0.29,1.66,1003.03,2.63,3.25,0,,
4170,0.73,0.60,0.27,0.36,1.68,885.00,2.38,2.49,0,,
4171,0.54,0.72,0.46,0.30,2.38,975.77,2.10,3.16,0,,
4172,0.61,0.62,0.39,0.42,1.49,1082.51,1.87,2.43,0,,
4173,0.61,0.64,0.39,0.29,2.18,1063.41,2.55,3.37,0,,
4174,0.49,0.73,0.51,0.39,1.88,1068.70,1.58,1.66,0,,
4175,0.43,0.66,0.57,0.34,1.93,1047.74,1.79,2.30,0,,
4176,0.56,0.80,0.44,0.36,2.22,1106.35,2.22,2.53,0,,
4177,0.59,0.65,0.41,0.32,2.02,976.71,2.30,2.63,0,,
4178,0.37,0.88,0.63,0.40,2.18,1293.06,2.21,2.04,0,,
4179,0.60,0.55,0.40,0.26,2.14,991.24,1.63,2.02,0,,
4180,0.65,0.77,0.35,0.41,1.88,1024.28,2.41,2.34,0,,
4181,0.66,0.45,0.34,0.26,1.77,912.20,1.82,1.84,0,,
4182,0.67,0.51,0.33,0.32,1.59,970.80,2.20,2.35,0,,
4183,0.59,0.43,0.41,0.19,2.28,991.67,1.90,2.40,0,,
4184,0.69,0.68,0.31,0.42,1.62,922.45,1.76,2.45,0,,
4185,0.79,0.76,0.21,0.35,2.20,1073.59,1.88,2.80,0,,
4186,0.73,0.46,0.27,0.24,1.86,875.62,1.81,2.11,0,,
4187,0.56,0.50,0.44,0.22,2.24,926.58,2.55,2.30,0,,
4188,0.49,0.75,0.51,0.28,2.62,1119.70,2.33,2.91,0,,
4189,0.48,0.73,0.52,0.36,2.03,1021.04,2.68,2.78,0,,
4190,0.37,0.86,0.63,0.39,2.21,1092.13,1.90,2.19,0,,
4191,0.71,0.62,0.29,0.34,1.79,854.91,1.76,2.17,0,,
4192,0.46,0.70,0.54,0.27,2.57,1025.34,1.81,2.70,0,,
4193,0.59,0.63,0.41,0.31,2.07,1062.26,2.30,2.46,0,,
4194,0.65,0.63,0.35,0.27,2.29,988.70,1.90,2.13,0,,
4195,0.64,0.45,0.36,0.23,1.95,949.30,1.51,2.19,0,,
4196,0.51,0.62,0.49,0.40,1.54,938.66,1.79,2.23,0,,
4197,0.54,0.70,0.46,0.35,2.00,899.73,2.05,1.25,0,,
4198,0.78,0.51,0.22,0.23,2.22,880.72,2.22,2.86,0,,
4199,0.50,0.65,0.50,0.28,2.32,1004.32,1.99,2.91,0,,
4200,0.52,0.63,0.48,0.31,2.01,990.43,2.17,2.64,0,,
4201,0.62,0.47,0.38,0.23,2.07,1054.26,1.45,2.84,0,,
4202,0.70,0.35,0.30,0.19,1.79,882.19,1.94,2.71,0,,
4203,0.68,0.59,0.32,0.28,2.14,1091.24,1.64,2.62,0,,
4204,0.72,0.41,0.28,0.24,1.74,1039.53,1.40,2.54,0,,
4205,0.61,0.57,0.39,0.27,2.12,1009.39,2.32,2.69,0,,
4206,0.64,0.54,0.36,0.34,1.62,925.74,1.77,2.05,0,,
4207,0.63,0.83,0.37,0.47,1.79,1055.92,2.17,2.97,0,,
4208,0.58,0.57,0.42,0.22,2.53,989.92,1.96,2.49,0,,
4209,0.63,0.85,0.37,0.48,1.78,1034.11,2.08,2.34,0,,
4210,0.77,0.55,0.23,0.28,1.96,1005.40,2.50,3.20,0,,
4211,0.66,0.44,0.34,0.22,1.97,1010.12,2.63,3.22,0,,
4212,0.65,0.55,0.35,0.35,1.55,862.04,1.78,2.07,0,,
4213,0.77,0.66,0.23,0.30,2.16,887.03,2.17,3.27,0,,
4214,0.51,0.67,0.49,0.26,2.53,1159.71,2.44,2.43,0,,
4215,0.82,0.51,0.18,0.27,1.91,886.25,2.30,2.55,0,,
4216,0.56,0.39,0.44,0.17,2.31,935.16,1.97,2.46,0,,
4217,0.63,0.10,0.37,0.04,2.38,1036.94,2.48,2.75,0,,
4218,0.64,0.51,0.36,0.32,1.57,1021.83,2.26,1.98,0,,
4219,0.54,0.46,0.46,0.21,2.22,1094.95,2.19,2.04,0,,
4220,0.63,0.74,0.37,0.36,2.09,986.00,1.76,2.46,0,,
4221,0.62,0.56,0.38,0.35,1.58,1110.85,2.38,3.13,0,,
4222,0.69,0.80,0.31,0.38,2.10,991.33,2.31,3.17,0,,
4223,0.49,0.69,0.51,0.39,1.78,1052.70,2.47,2.32,0,,
4224,0.50,0.77,0.50,0.40,1.95,992.50,2.02,2.66,0,,
4225,0.53,0.53,0.47,0.29,1.86,1008.12,2.36,2.23,0,,
4226,0.55,0.89,0.45,0.53,1.68,1062.04,1.34,2.40,0,,
4227,0.53,0.78,0.47,0.34,2.28,1101.21,1.97,2.61,0,,
4228,0.53,0.62,0.47,0.35,1.76,923.31,1.61,2.22,0,,
4229,0.56,0.87,0.44,0.44,1.98,976.47,1.95,2.01,0,,
4230,0.54,0.45,0.46,0.21,2.12,910.55,1.85,2.60,0,,
4231,0.67,0.95,0.33,0.58,1.63,1014.68,1.55,1.71,0,,
4232,0.60,0.37,0.40,0.18,2.04,880.64,2.11,1.88,0,,
4233,0.54,0.99,0.46,0.45,2.19,1055.55,2.44,2.82,0,,
4234,0.67,0.91,0.33,0.42,2.18,924.37,1.69,2.61,0,,
4235,0.60,0.49,0.40,0.23,2.10,907.09,2.09,2.40,0,,
4236,0.62,0.18,0.38,0.10,1.72,707.30,1.38,1.32,0,,
4237,0.48,0.52,0.52,0.24,2.22,888.52,1.71,1.84,0,,
4238,0.55,0.77,0.45,0.33,2.38,1095.31,1.96,3.24,0,,
4239,0.49,0.76,0.51,0.37,2.07,969.49,1.55,2.21,0,,
4240,0.54,0.66,0.46,0.34,1.91,1014.59,1.41,1.35,0,,
4241,0.50,0.58,0.50,0.27,2.11,962.11,1.47,2.28,0,,
4242,0.61,0.35,0.39,0.29,1.21,980.09,2.26,2.50,0,,
4243,0.59,0.83,0.41,0.48,1.73,866.04,1.82,2.67,0,,
4244,0.66,0.59,0.34,0.33,1.78,977.65,2.36,2.48,0,,
4245,0.56,0.56,0.44,0.29,1.95,1124.35,2.22,2.56,0,,
4246,0.29,0.80,0.71,0.36,2.21,1195.56,2.41,1.99,0,,
4247,0.59,0.60,0.41,0.40,1.53,1052.84,1.89,2.59,0,,
4248,0.60,0.43,0.40,0.27,1.62,912.34,1.82,1.68,0,,
4249,0.51,0.85,0.49,0.40,2.12,1352.96,2.93,2.33,0,,
4250,0.76,0.34,0.24,0.19,1.80,884.86,1.38,2.31,0,,
4251,0.49,0.52,0.51,0.25,2.04,1092.96,2.80,2.85,0,,
4252,0.68,0.45,0.32,0.20,2.22,1098.51,2.56,2.57,0,,
4253,0.54,0.29,0.46,0.13,2.18,933.30,1.52,2.52,0,,
4254,0.57,0.90,0.43,0.45,2.03,1078.57,2.35,2.21,0,,
4255,0.61,0.80,0.39,0.42,1.91,1014.76,2.29,3.24,0,,
4256,0.67,0.43,0.33,0.22,1.95,858.34,1.85,2.63,0,,
4257,0.56,0.70,0.44,0.36,1.94,1090.31,1.99,1.99,0,,
4258,0.49,0.75,0.51,0.46,1.66,1056.26,2.25,2.63,0,,
4259,0.53,0.53,0.47,0.23,2.32,861.74,1.26,1.76,0,,
4260,0.46,0.58,0.54,0.23,2.49,1047.14,1.99,1.88,0,,
4261,0.74,0.49,0.26,0.23,2.13,1039.12,2.10,3.18,0,,
4262,0.60,0.78,0.40,0.40,1.98,1026.61,2.63,2.29,0,,
4263,0.74,0.51,0.26,0.30,1.68,972.15,2.18,2.11,0,,
4264,0.59,0.46,0.41,0.29,1.59,941.53,1.94,2.64,0,,
4265,0.55,0.74,0.45,0.42,1.77,877.91,1.40,1.53,0,,
4266,0.68,0.43,0.32,0.18,2.40,923.62,2.35,3.85,0,,
4267,0.47,0.53,0.53,0.22,2.39,1016.76,2.17,2.44,0,,
4268,0.65,0.54,0.35,0.29,1.85,846.94,1.97,2.03,0,,
4269,0.54,0.61,0.46,0.35,1.75,856.25,2.07,2.91,0,,
4270,0.63,0.54,0.37,0.32,1.66,1029.66,2.68,2.76,0,,
4271,0.68,0.35,0.32,0.19,1.82,946.36,1.58,2.18,0,,
4272,0.67,0.47,0.33,0.25,1.93,886.67,1.94,2.87,0,,
4273,0.75,0.45,0.25,0.25,1.82,784.69,1.80,2.21,0,,
4274,0.45,0.66,0.55,0.35,1.88,1133.16,1.65,2.63,0,,
4275,0.84,0.40,0.16,0.27,1.51,955.84,2.58,3.11,0,,
4276,0.73,0.55,0.27,0.30,1.86,905.13,1.87,2.53,0,,
4277,0.80,0.37,0.20,0.19,2.00,896.02,1.91,2.74,0,,
4278,0.73,0.59,0.27,0.33,1.78,999.02,2.73,2.96,0,,
4279,0.88,0.41,0.12,0.35,1.18,852.37,1.71,2.31,0,,
4280,0.54,0.48,0.46,0.29,1.64,986.83,1.19,2.58,0,,
4281,0.60,0.58,0.40,0.27,2.15,1154.06,2.37,2.36,0,,
4282,0.70,0.58,0.30,0.33,1.76,965.23,2.19,2.43,0,,
4283,0.73,0.33,0.27,0.19,1.71,993.99,2.13,2.92,1,,
4284,0.73,1.03,0.27,0.44,2.32,1141.47,2.23,3.47,0,,
4285,0.63,0.51,0.37,0.22,2.36,931.31,2.40,2.30,0,,
4286,0.80,0.53,0.20,0.26,2.01,1039.41,1.78,2.83,0,,
4287,0.56,0.49,0.44,0.23,2.12,940.19,1.48,2.52,0,,
4288,0.61,0.51,0.39,0.25,2.01,1013.87,1.33,2.70,0,,
4289,0.63,0.71,0.37,0.28,2.55,1034.57,2.40,3.32,0,,
4290,0.53,0.69,0.47,0.41,1.68,1005.78,1.69,2.53,0,,
4291,0.57,0.61,0.43,0.27,2.30,1114.34,2.13,2.16,0,,
4292,0.63,0.61,0.37,0.29,2.12,1040.52,2.03,2.49,0,,
4293,0.60,0.62,0.40,0.28,2.18,999.30,2.05,2.58,0,,
4294,0.61,0.76,0.39,0.41,1.82,1100.35,1.79,2.36,0,,
4295,0.66,0.24,0.34,0.09,2.67,1009.26,2.65,2.59,0,,
4296,0.49,0.87,0.51,0.38,2.30,1152.12,2.00,2.44,0,,
4297,0.48,0.56,0.52,0.33,1.68,1010.29,1.81,1.56,0,,
4298,0.59,0.36,0.41,0.16,2.27,812.53,1.19,1.75,0,,
4299,0.70,0.59,0.30,0.28,2.07,1003.81,2.36,2.46,0,,
4300,0.72,0.51,0.28,0.27,1.88,1041.62,2.20,3.14,0,,
4301,0.57,0.63,0.43,0.30,2.07,977.66,2.50,2.31,0,,
4302,0.63,0.80,0.37,0.36,2.25,993.03,1.87,3.25,0,,
4303,0.68,0.57,0.32,0.29,2.00,965.99,1.59,2.67,0,,
4304,0.59,0.88,0.41,0.37,2.37,1115.71,1.95,2.98,0,,
4305,0.72,0.65,0.28,0.44,1.46,1012.30,1.91,2.84,0,,
4306,0.57,0.68,0.43,0.37,1.82,990.04,1.80,1.82,0,,
4307,0.76,0.47,0.24,0.26,1.83,1049.31,2.58,3.29,0,,
4308,0.85,0.37,0.15,0.18,2.03,783.48,2.29,2.69,0,,
4309,0.62,0.89,0.38,0.48,1.87,949.60,1.39,2.18,0,,
4310,0.70,0.54,0.30,0.24,2.22,1175.71,2.46,3.11,0,,
4311,0.45,0.93,0.55,0.43,2.15,1139.53,2.19,2.69,0,,
4312,0.46,0.86,0.54,0.41,2.08,1177.00,2.20,2.56,0,,
4313,0.66,0.73,0.34,0.35,2.06,947.07,1.87,2.35,0,,
4314,0.70,0.71,0.30,0.32,2.23,997.31,2.67,3.33,0,,
4315,0.62,0.54,0.38,0.24,2.27,1136.88,1.86,2.43,0,,
4316,0.63,0.54,0.37,0.37,1.45,962.74,1.36,2.24,0,,
4317,0.46,0.60,0.54,0.32,1.89,985.86,1.88,1.53,0,,
4318,0.63,0.43,0.37,0.29,1.46,940.61,1.38,2.29,0,,
4319,0.48,0.83,0.52,0.32,2.59,916.32,1.34,2.50,0,,
4320,0.48,0.58,0.52,0.28,2.06,1098.88,2.19,2.38,0,,
4321,0.35,0.54,0.65,0.23,2.31,1013.34,1.91,2.55,0,,
4322,0.64,0.39,0.36,0.25,1.56,842.10,1.55,1.67,0,,
4323,0.65,0.66,0.35,0.41,1.61,961.11,2.14,1.59,0,,
4324,0.43,1.13,0.57,0.53,2.13,1131.25,1.85,3.00,0,,
4325,0.67,0.47,0.33,0.28,1.67,883.94,2.34,3.72,0,,
4326,0.78,0.73,0.22,0.33,2.25,831.17,3.07,2.53,0,,
4327,0.59,0.54,0.41,0.34,1.56,912.56,1.33,2.25,0,,
4328,0.55,0.28,0.45,0.15,1.91,927.15,2.10,2.51,1,,
4329,0.64,0.64,0.36,0.31,2.06,923.47,2.22,2.83,0,,
4330,0.64,0.34,0.36,0.20,1.68,868.76,1.41,1.87,0,,
4331,0.74,0.17,0.26,0.12,1.44,799.62,1.90,1.96,0,,
4332,0.43,0.62,0.57,0.27,2.35,1071.49,1.77,2.59,0,,
4333,0.58,0.70,0.42,0.47,1.49,1036.96,1.89,1.89,0,,
4334,0.65,0.54,0.35,0.30,1.81,917.72,2.10,2.71,0,,
4335,0.56,0.41,0.44,0.20,2.03,871.85,1.59,2.78,0,,
4336,0.52,0.89,0.48,0.39,2.30,989.49,2.57,3.14,0,,
4337,0.70,0.62,0.30,0.33,1.90,1009.93,1.51,2.19,0,,
4338,0.58,0.57,0.42,0.27,2.07,961.50,2.12,3.05,1,,
4339,0.65,0.67,0.35,0.35,1.94,1053.16,1.81,2.33,0,,
4340,0.43,0.49,0.57,0.31,1.62,1046.19,1.98,1.61,0,,
4341,0.58,0.36,0.42,0.18,2.01,1024.45,2.32,2.75,0,,
4342,0.71,0.32,0.29,0.15,2.09,966.58,2.14,2.56,0,,
4343,0.61,0.54,0.39,0.28,1.91,957.16,2.00,2.09,0,,
4344,0.56,0.42,0.44,0.22,1.97,973.16,1.82,2.52,0,,
4345,0.39,0.65,0.61,0.29,2.25,1093.76,1.51,2.04,0,,
4346,0.60,0.41,0.40,0.31,1.33,929.24,1.91,2.02,0,,
4347,0.54,0.48,0.46,0.33,1.47,889.88,1.43,1.99,0,,
4348,0.48,0.38,0.52,0.17,2.22,952.39,1.83,2.24,0,,
4349,0.55,0.52,0.45,0.34,1.53,1130.47,2.17,2.36,0,,
4350,0.69,0.49,0.31,0.27,1.78,910.57,1.52,2.52,0,,
4351,0.62,0.64,0.38,0.36,1.78,906.65,2.16,2.10,0,,
4352,0.67,0.65,0.33,0.37,1.76,1003.08,1.95,3.10,0,,
4353,0.53,0.42,0.47,0.19,2.29,961.26,1.41,2.20,0,,
4354,0.45,0.81,0.55,0.39,2.06,1214.53,2.36,3.09,0,,
4355,0.60,0.69,0.40,0.32,2.19,1073.74,1.95,2.58,0,,
4356,0.49,0.84,0.51,0.45,1.88,1120.42,2.20,2.13,0,,
4357,0.67,0.67,0.33,0.30,2.21,954.44,2.60,2.90,0,,
4358,0.58,0.53,0.42,0.23,2.32,1084.80,1.75,1.40,0,,
4359,0.62,0.22,0.38,0.10,2.29,867.51,2.23,2.18,0,,
4360,0.44,0.64,0.56,0.23,2.76,1183.33,2.49,3.57,0,,
4361,0.57,0.40,0.43,0.19,2.14,790.47,1.26,2.39,0,,
4362,0.52,0.72,0.48,0.33,2.17,1169.98,2.21,2.94,1,,
4363,0.63,0.35,0.37,0.16,2.17,888.15,1.34,2.00,0,,
4364,0.66,0.37,0.34,0.15,2.47,948.98,2.73,2.60,0,,
4365,0.56,0.54,0.44,0.32,1.67,974.22,1.60,1.99,0,,
4366,0.68,0.69,0.32,0.47,1.47,1031.00,1.59,2.00,0,,
4367,0.74,0.36,0.26,0.19,1.92,932.62,2.14,2.63,0,,
4368,0.63,0.29,0.37,0.14,2.14,1063.94,2.21,2.62,0,,
4369,0.44,0.25,0.56,0.10,2.36,976.54,2.03,1.80,0,,
4370,0.64,0.40,0.36,0.21,1.95,962.81,1.85,1.80,0,,
4371,0.58,0.62,0.42,0.36,1.73,1049.54,1.24,1.92,0,,
